"","pID","eID","oID","internalID","Effect description","origDirection","repDirection","origN","repN","testReported","What statistical test was reported?","Statistical test applied to original data","Original test statistic type","Original test statistic value","origdf1","origdf2","origPval","Replication statistical test","Replication test statistic type","Replication test statistic value","repdf1","repdf2","repPval","Was original data representative?","origRawDiff","repRawDiff","Replication raw difference type (mean or median)","Replication raw difference lower CI","Replication raw difference upper CI","EStype","origES","origESLo","origESHi","repES","repESLo","repESHi","Meta-analysis effect size","Meta-analysis lower CI","Meta-analysis upper CI","Meta-analysis p value","Notes.x","Original paper figure","Was experiment originally identified by RP:CB team","Did experiment continue after sharing with labs (before submitting protocol to eLife)","Did the experiment protocol get submitted to eLife","Did the experiment get accepted and published in eLife","Clarifications asked of original authors","responseQuality","Data shared by original authors","Code shared by original authors","materialsRequested","Key materials offered to be shared","Key materials shared","expType","Number of lab(s) contracted for the experiment","labsContracted","Registered Report protocol","Experiment description","Replication experiment attempted","Replication experiment completed","If experiment incomplete, why?","Changes needed during experimentation?","changesNeededProse","Changes able to be implemented during experimentation?","If modifications unable to be fully implemented, why?","Replication study figure","Were materials shippped between replicating labs?","If a material was shipped between replicating labs, what was it?","What types of experimental techniques were utilized?","Was the original experiment blinded?","Was the replication experiment blinded?","Was the original experiment randomized?","Was the replication experiment randomized?","Was the original experiment sample size determined a priori?","Was the replication experiment sample size determined a priori?","Was a statistical test reported in the original paper?.y","What statistical test(s) was reported?","Was variation of biological repeats reported in the original experiment?","Notes.y","Original paper title","Year","Original paper journal","Number of original authors","Anticipated budget when replication design originally identified by RP:CB team","Anticipated budget when Registered Report manuscript ready for submission to eLife","Anticipated budget when Registered Report accepted and published in eLife","Actual budget at completion of replication attempt","Registered Report submission date","Registered Report acceptance date","Link to Registered Report","Replication study fully completed","If Replication study incomplete, why?","Replication study submission date","Replication study acceptance date","Link to Replication study","Did original authors respond to any emails?","Did the original paper have a potential conflict of issue statement?","Did the replication study have a potential conflict of issue statement?","Number of lab(s) contracted for the entire paper","Type of contracted lab(s) for the entire paper","Notes"
"22",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B","Yes","No","No","No",2,2,0,0,"Plasmids","Plasmids","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,25000,"15150.0","27845.0","70193.21","42115.0","42224.0","https://elifesciences.org/articles/08245","Partial",NA,"43689.0","43881.0","https://elifesciences.org/articles/51019","Yes","Yes","Yes","4.0","Core1,CRO1,CRO2,CRO3",NA
"23",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2C","Yes","Yes","Yes","No",2,2,0,0,"Plasmids","Plasmids","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,25000,"15150.0","27845.0","70193.21","42115.0","42224.0","https://elifesciences.org/articles/08245","Partial",NA,"43689.0","43881.0","https://elifesciences.org/articles/51019","Yes","Yes","Yes","4.0","Core1,CRO1,CRO2,CRO3",NA
"24",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2D","Yes","Yes","Yes","No",2,2,0,0,"Plasmids","Plasmids","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","methods state unpaired t-test, assumed to be Student's t-test","A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,25000,"15150.0","27845.0","70193.21","42115.0","42224.0","https://elifesciences.org/articles/08245","Partial",NA,"43689.0","43881.0","https://elifesciences.org/articles/51019","Yes","Yes","Yes","4.0","Core1,CRO1,CRO2,CRO3",NA
"25",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1C","Yes","Yes","Yes","Yes",2,2,0,0,"Cells","No","No","Cell-based","2.0","CRO4,CRO5","1,2","Percent of DTPs present after PC9 erlotinib treatment","Yes","No","DNPs could not be reliable generated","5.0","During DTP generation: PC9 cells continue to proflierate and have a high number of resistent cells at 2 µM erlotinib (checked dose response curve, inhibition of EGFR phosphorylation, deletion in EGFR gene); Attempted DTP generation at different doses and cell density","0.0","Time/budget constraint prevented implementation of higher dose to generate DTPs","NA","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations",2010,"Cell",16,25000,"43725.0","57025.0","56413.03","42171.0","42306.0","https://elifesciences.org/articles/09462","No",NA,"NA","NA","NA","Yes","No","NA","2.0","CRO4,CRO5",NA
"26",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E","Yes","Yes","Yes","Yes",2,2,0,0,"Cells","No","No","Cell-based","1.0","CRO4","1,2,3","Percent survival of drug-naive PC9 cells and erlotinib-resistant DTPs","No","NA","NA","NA","NA","NA","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations",2010,"Cell",16,25000,"43725.0","57025.0","56413.03","42171.0","42306.0","https://elifesciences.org/articles/09462","No",NA,"NA","NA","NA","Yes","No","NA","2.0","CRO4,CRO5",NA
"27",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2B,4A(upper),1E(upper,right)","Yes","Yes","Yes","Yes",3,1,0,0,"Cells","No","No","Cell-based","1.0","CRO4","1,2,4","H3K14 acetylation, CD133, and pEGFR levels in drug-naive PC9 cells and erlotinib-resistant DTPs","No","NA","NA","NA","NA","NA","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations",2010,"Cell",16,25000,"43725.0","57025.0","56413.03","42171.0","42306.0","https://elifesciences.org/articles/09462","No",NA,"NA","NA","NA","Yes","No","NA","2.0","CRO4,CRO5",NA
"28",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1B(lower),4B(upper)","Yes","Yes","Yes","Yes",3,1,0,0,"Cells","No","No","Cell-based","1.0","CRO4","1,2,5","Cell cycle analysis of drug-naive PC9 cells and erlotinib-resistant DTPs","No","NA","NA","NA","NA","NA","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations",2010,"Cell",16,25000,"43725.0","57025.0","56413.03","42171.0","42306.0","https://elifesciences.org/articles/09462","No",NA,"NA","NA","NA","Yes","No","NA","2.0","CRO4,CRO5",NA
"29",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5A,5B","Yes","Yes","Yes","Yes",2,2,0,0,"Cells","No","No","Cell-based","1.0","CRO4","1,6","Colony number of drug-naive PC9 cells treated with erlotinib, erlotinib + TSA, or erlotinib + AEW541","No","NA","NA","NA","NA","NA","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations",2010,"Cell",16,25000,"43725.0","57025.0","56413.03","42171.0","42306.0","https://elifesciences.org/articles/09462","No",NA,"NA","NA","NA","Yes","No","NA","2.0","CRO4,CRO5",NA
"30",2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7A","Yes","Yes","Yes","Yes",3,1,0,0,"Cells","No","No","Cell-based","1.0","CRO4","1,2,7","pIGF-1R and IGFBP3 levels in drug-naive PC9 cells and erlotinib-resistant DTPs","No","NA","NA","NA","NA","NA","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations",2010,"Cell",16,25000,"43725.0","57025.0","56413.03","42171.0","42306.0","https://elifesciences.org/articles/09462","No",NA,"NA","NA","NA","Yes","No","NA","2.0","CRO4,CRO5",NA
"31",2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7C","Yes","Yes","Yes","Yes",3,1,0,0,"Cells","No","No","Cell-based","1.0","CRO4","1,2,8","pIGF-1R levels in erlotinib-resistant DTPs treated with vehicle or AEW541","No","NA","NA","NA","NA","NA","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations",2010,"Cell",16,25000,"43725.0","57025.0","56413.03","42171.0","42306.0","https://elifesciences.org/articles/09462","No",NA,"NA","NA","NA","Yes","No","NA","2.0","CRO4,CRO5",NA
"32",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7I","Yes","Yes","Yes","Yes",3,1,0,0,"Cells","No","No","Cell-based","1.0","CRO4","1,2,9","KDM5A levels in erlotinib-resistant DTPs treated with vehicle or AEW541","No","NA","NA","NA","NA","NA","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations",2010,"Cell",16,25000,"43725.0","57025.0","56413.03","42171.0","42306.0","https://elifesciences.org/articles/09462","No",NA,"NA","NA","NA","Yes","No","NA","2.0","CRO4,CRO5",NA
"33",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2C,S4(left)","Yes","No","No","No",4,4,2,2,"Cells,Plasmids","Plasmids","NA","Animal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","unknown","Yes",NA,"Long non-coding RNA HOTAIR reprograms chromatin state to promote cancer metastasis",2010,"Nature",18,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","No","NA","NA","NA",NA
"34",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4A,4B","Yes","No","No","No",5,4,1,0,"Plasmids","Plasmids","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Long non-coding RNA HOTAIR reprograms chromatin state to promote cancer metastasis",2010,"Nature",18,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","No","NA","NA","NA",NA
"35",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3A,3B","Yes","No","No","No",3,0,0,0,"Plasmids","No","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Leukemic IDH1 and IDH2 mutations result in a hypermethylation phenotype, disrupt TET2 function, and impair hematopoietic differentiation",2010,"Cancer Cell",26,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA","A statement in the acknowledgment section was identified as a COI statement."
"36",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3C,S4A","Yes","No","No","No",3,0,0,0,"Plasmids","No","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","methods state Student’s t test was used for analysis of fluorescence intensities","Leukemic IDH1 and IDH2 mutations result in a hypermethylation phenotype, disrupt TET2 function, and impair hematopoietic differentiation",2010,"Cancer Cell",26,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA","A statement in the acknowledgment section was identified as a COI statement."
"37",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5B","Yes","No","No","No",3,0,0,0,"Plasmids","No","NA","Cell-based","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Leukemic IDH1 and IDH2 mutations result in a hypermethylation phenotype, disrupt TET2 function, and impair hematopoietic differentiation",2010,"Cancer Cell",26,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA","A statement in the acknowledgment section was identified as a COI statement."
"38",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S6A,S6B","Yes","No","No","No",3,0,0,0,"Plasmids","No","NA","Animal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Leukemic IDH1 and IDH2 mutations result in a hypermethylation phenotype, disrupt TET2 function, and impair hematopoietic differentiation",2010,"Cancer Cell",26,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA","A statement in the acknowledgment section was identified as a COI statement."
"39",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7B","Yes","No","No","No",4,0,0,0,"Plasmids","No","NA","Animal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Leukemic IDH1 and IDH2 mutations result in a hypermethylation phenotype, disrupt TET2 function, and impair hematopoietic differentiation",2010,"Cancer Cell",26,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA","A statement in the acknowledgment section was identified as a COI statement."
"40",4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7C","Yes","No","No","No",4,0,0,0,"Plasmids","No","NA","Animal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Leukemic IDH1 and IDH2 mutations result in a hypermethylation phenotype, disrupt TET2 function, and impair hematopoietic differentiation",2010,"Cancer Cell",26,25000,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Yes","Yes","NA","NA","NA","A statement in the acknowledgment section was identified as a COI statement."
"41",5,1,1,1,"Tie2 expression in GSC83 vs HMVEC cells","Positive","Positive","4.0",5,"No","NA","contrast of between-subjects ANOVA","t","69.32522","NA","3.0","6.614115E-6","contrast of between-subjects ANOVA","t","2.757139","NA","5.0","0.03997007","No","NA","NA","NA","NA","NA","Cohen's d","83.68295","13.27957","155.2538","2.516912","-0.1761535","5.0607545","21.53753","-45.84774","88.92279","0.5310268",NA,"S11C","Yes","Yes","Yes","Yes",2,5,2,0,"Cells","Cells","Cells","Cell-based","1.0","CRO6","1.0","Tie2 expression in GSC83, U87MG, and HVEC cells","Yes","Yes","NA","0.0","NA","6.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Tumour vascularization via endothelial differentiation of glioblastoma stem-like cells",2010,"Nature",11,25000,"43011.25","45205.51","49442.97","41865.0","42031.0","https://elifesciences.org/articles/04363","Partial",NA,"NA","NA","NA","Yes","Yes","NA","2.0","CRO6,CRO7",NA
"42",5,1,2,1,"Tie2 expression in U87MG vs HMVEC cells","Positive","Positive","4.0",6,"No","NA","contrast of between-subjects ANOVA","t","70.23696","NA","3.0","6.359994E-6","contrast of between-subjects ANOVA","t","3.06384","NA","5.0","0.02797935","No","NA","NA","NA","NA","NA","Cohen's d","84.78352","13.45515","157.295","2.501615","0.1266746","4.750934","21.80332","-46.53243","90.13907","0.5317417",NA,"S11C","Yes","Yes","Yes","Yes",2,5,2,0,"Cells","Cells","Cells","Cell-based","1.0","CRO6","1.0","Tie2 expression in GSC83, U87MG, and HVEC cells","Yes","Yes","NA","0.0","NA","6.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Tumour vascularization via endothelial differentiation of glioblastoma stem-like cells",2010,"Nature",11,25000,"43011.25","45205.51","49442.97","41865.0","42031.0","https://elifesciences.org/articles/04363","Partial",NA,"NA","NA","NA","Yes","Yes","NA","2.0","CRO6,CRO7",NA
"43",5,1,3,1,"Tie2 expression in GSC83 vs U87MG cells","Null","Null-negative","4.0",5,"No","NA","contrast of between-subjects ANOVA","t","0.9117415","NA","3.0","0.4291293","contrast of between-subjects ANOVA","t","-0.01675784","NA","5.0","0.9872779","No","NA","NA","NA","NA","NA","Cohen's d","1.100569","-1.193241","3.20752","-0.01529775","-1.803326","1.775138","0.3726999","-1.492874","2.238274","0.6953856",NA,"S11C","Yes","Yes","Yes","Yes",2,5,2,0,"Cells","Cells","Cells","Cell-based","1.0","CRO6","1.0","Tie2 expression in GSC83, U87MG, and HVEC cells","Yes","Yes","NA","0.0","NA","6.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","Yes",NA,"Tumour vascularization via endothelial differentiation of glioblastoma stem-like cells",2010,"Nature",11,25000,"43011.25","45205.51","49442.97","41865.0","42031.0","https://elifesciences.org/articles/04363","Partial",NA,"NA","NA","NA","Yes","Yes","NA","2.0","CRO6,CRO7",NA
"44",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4B,S10B,S10C,S10D","Yes","Yes","Yes","Yes",3,5,2,0,"Cells,Plasmids","Cells,Plasmids","Cells,Plasmids","Animal","2.0","CRO6,CRO7","2,3","Tumor size in GSC83 and U87MG cells after selective targeting of cells expressing Tie2","Yes","No","Expression of reporter cells at 80% or greater could not be reliably generated","3.0","Transduction efficiency needed to be optimized because of low transduction efficiency of cells with constucts - tried optimization of conditions and eventually obtained new constructs from original authors","2.0","Expression of GFP reporter could not be reliably obtained at 80% or higher for all cell populations; Time/budget constraint prevented further optimization","NA","Yes","Cells",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","methods state Student's t test was used to analyze data without specifics","Tumour vascularization via endothelial differentiation of glioblastoma stem-like cells",2010,"Nature",11,25000,"43011.25","45205.51","49442.97","41865.0","42031.0","https://elifesciences.org/articles/04363","Partial",NA,"NA","NA","NA","Yes","Yes","NA","2.0","CRO6,CRO7",NA
"45",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4A","Yes","No","No","No",3,5,0,0,"Cells,Plasmids","Cells,Plasmids","NA","Animal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,"No","NA","No",NA,"Tumour vascularization via endothelial differentiation of glioblastoma stem-like cells",2010,"Nature",11,25000,"43011.25","45205.51","49442.97","41865.0","42031.0","https://elifesciences.org/articles/04363","Partial",NA,"NA","NA","NA","Yes","Yes","NA","2.0","CRO6,CRO7",NA
"46",6,1,1,1,"Colony number of GNAO1-WT HMEC cells vs GNAO1-R243H HMEC cells","Positive","Positive","4.0",6,"Yes","Student's t test","Student's t test","t","6.409596","NA","2.0","0.02348687","Student's t test","t","7.005389","NA","4.0","0.002185817","No","NA","NA","NA","NA","NA","Cohen's d","6.409596","0.5256721","12.56598","5.719876","1.592397","9.823857","5.885693","1.323045","10.448341","0.01146162","Sample size of original study shared by original authors","3D,3E,3F","Yes","Yes","Yes","Yes",3,0,2,0,"Plasmids","No","No","Cell-based","1.0","CRO8","1,2,3","Anchorage-independent colony formation in HMEC cells expressing wild-type GNAO1 or GNAO1-R243H mutant","Yes","Yes","NA","0.0","NA","6.0","NA","NA","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Diverse somatic mutation patterns and pathway alterations in human cancers.",2010,"Nature",32,25000,"27535.8","27535.8","64420.8","42262.0","42377.0","https://elifesciences.org/articles/11566","Partial",NA,"NA","NA","NA","Yes","Yes","NA","2.0","CRO8,Core2",NA
