X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,What.types.of.experimental.techniques.were.utilized.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI,pw.PILo,pw.PIHi,pw.PIRepInside,pw.PILo.sens,pw.PIHi.sens,pw.PIRepInside.sens,pw.Porig,pw.PorigSens,pw.ratio,pw.ratioVar,pw.diff,pw.diffVar,pw.PsigAgree1,pw.PsigAgree1.sens,pw.FEest,pw.FEestVar,pw.FElo,pw.FEhi
91,91,91,9,2,3,1,Clonogenic frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (450 culture),Positive,Null-positive,18,18,No,"",Chi-square test,chi-squared,101.8046,,1,0.000000000000000000000006127699,Chi-square test,chi-squared,1.959781,,1,0.1615367,No,,,"",,,,Cohen's w,0.7281706,0.0727393,0.6539994,0.7884753,0.1010307,0.0727393,-0.0411666,0.2392165,0.3763132,0.02569595,0.6444886,0.03607422,Null-positive,Student's t test,t,3.827803,,16,0.001483146,Student's t test,t,1.160366,,16,0.2629216,,"",,,,Cohen's d,1.804444,0.603713,0.6723695,2.897745,0.5470018,0.5104108,-0.4040087,1.481726,1.112524,0.533665,1.691383,0.000165284,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis",6D,Yes,Yes,Yes,Yes,3,3,0,3,Cells,Cells,Cells,Cell-based,2,"CRO11,CRO12","1,3",Clonogenicity of TOP-GFP CSC cultures,Yes,Yes,"",1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,"",2.0,Yes,Cells,"","","","","","","",Yes,Chi-square test,Yes,"Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,"",43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p9e2o3,3,p9e2,1.804444,Cohen's d,0.6723695,2.897745,0.5470018,-0.4040087,1.481726,0.603713,0.481063610064888,0.364469386369,0.231422196928662,1.804444,0.6723695,2.897745,0.920635461932441,-0.4040087,1.481726,0.567708263405215,0.290688546950089,0.322292672338565,0.0844998313279542,0.0193867500000002,FALSE,0.554373341436254,3.05451465856375,TRUE,0.4901089786135,3.1187790213865,TRUE,0.165836086408999,0.187519096806896,1.95999836483859,0.763248990643882,0.883808538067559,0.406792503666519,0.973558328862176,0.960729521108757,1.10422211045667,0.0669473409794444,0.59709741816935,1.61134680274398
94,94,94,9,2,4,1,Clonogenic frequency between TOP-GFPlow + HGF vs TOP-GFPlow + HGF + PHA (450 culture),Positive,Null-positive,18,18,No,"",Chi-square test,chi-squared,153.1947,,1,0.00000000000000000000000000000000003473082,Chi-square test,chi-squared,0.3763904,,1,0.5395414,No,,,"",,,,Cohen's w,0.8932464,0.0727393,0.8604814,0.9186533,0.04427603,0.0727393,-0.09794637,0.18472612,0.4806511,-0.09560181,0.81560801,0.09758333,Null-positive,Student's t test,t,3.849805,,16,0.001415907,Student's t test,t,0.5812176,,16,0.5691919,,"",,,,Cohen's d,1.814815,0.604805,0.6807097,2.910062,0.2739886,0.5026322,-0.6589354,1.198508,0.8290905,0.2396217,1.418559,0.005838827,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis",6D,Yes,Yes,Yes,Yes,3,3,0,3,Cells,Cells,Cells,Cell-based,2,"CRO11,CRO12","1,3",Clonogenicity of TOP-GFP CSC cultures,Yes,Yes,"",1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,"",2.0,Yes,Cells,"","","","","","","",Yes,Chi-square test,Yes,"Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,"",43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p9e2o4,3,p9e2,1.814815,Cohen's d,0.6807097,2.910062,0.2739886,-0.6589354,1.198508,0.604805,0.473846309077941,0.365789088025,0.224530324626788,1.814815,0.6807097,2.910062,0.574232581273047,-0.6589354,1.198508,0.568722771842964,0.279417518985548,0.323445591212744,0.078074149916039,0.0194291500000001,FALSE,0.572872347844924,3.05675765215508,TRUE,0.508208154662413,3.12142184533759,TRUE,0.050251449901167,0.062754820989207,3.16041802430757,3.34584482272932,1.24058241872695,0.401519741128783,0.977237511996636,0.965254042732389,0.815459619003739,0.0628928966407311,0.323930909201818,1.30698832880566
97,97,97,9,2,5,1,Clonogenic frequency between TOP-GFPlow + MFCM vs TOP-GFPlow + MFCM + PHA (450 culture),Positive,Positive,18,18,No,"",Chi-square test,chi-squared,185.8525,,1,0.000000000000000000000000000000000000000002556765,Chi-square test,chi-squared,60.99928,,1,0.000000000000005709579,No,,,"",,,,Cohen's w,0.9838607,0.0727393,0.9785927,0.9878403,0.5636529,0.0727393,0.4586533,0.6531297,0.7481509,0.02071885,0.9576497,0.04519824,Null-positive,Student's t test,t,3.093882,,16,0.006968599,Student's t test,t,0.9868876,,16,0.3383877,,"",,,,Cohen's d,1.45847,0.5698966,0.3898237,2.492059,0.4652233,0.5075519,-0.4794464,1.39589,0.9694525,0.4421454,1.49676,0.0003140963,"methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies, but unclear if this was done in original study; effect size recalculated for meta-analysis",6D,Yes,Yes,Yes,Yes,3,3,0,3,Cells,Cells,Cells,Cell-based,2,"CRO11,CRO12","1,3",Clonogenicity of TOP-GFP CSC cultures,Yes,Yes,"",1,"CSCs were going to be generated, but one ended up needing to be commercially sourced due to low efficiency rate",5,"",2.0,Yes,Cells,"","","","","","","",Yes,Chi-square test,Yes,"Methods state statistical significance were evaluated with the ELDA 'limdil' function, which does Chisquare tests for stem cell frequencies.",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,"",43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,FALSE,TRUE,p9e2o5,3,p9e2,1.45847,Cohen's d,0.3898237,2.492059,0.4652233,-0.4794464,1.39589,0.5698966,0.478410933770318,0.32478213469156,0.228877021550988,1.45847,0.3898237,2.492059,0.82970971685886,-0.4794464,1.39589,0.536294369841019,0.287504950998057,0.287611651123175,0.0826590968483951,0.01752865,FALSE,0.265834334408702,2.6511056655913,TRUE,0.198636785688894,2.71830321431111,TRUE,0.301464674024925,0.327983792724732,1.75780754445244,0.788792246775764,0.62876028314114,0.37027074797157,0.929325318944837,0.90745311758624,0.97007391636235,0.0642063124218031,0.473439337222941,1.46670849550176
103,103,103,9,3,1,1,Tumorigenicity frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture),Positive,Null-negative,7,8,No,"",Chi-square test,chi-squared,65.15276,,1,0.0000000000000006931146,Chi-square test,chi-squared,0.08382449,,1,0.77218,No,,,"",,,,Cohen's w,0.999,0.1601282,0.9981275,0.9994661,-0.0511812,0.1856953,-0.3928639,0.3029188,0.9541023,-0.9561254,0.9999753,0.3300589,Null-negative,Student's t test,t,1.40408,,5,0.2192582,Student's t test,t,-0.2262741,,6,0.8284997,,"",,,,Cohen's d,1.072384,0.9887708,-0.601404,2.659692,-0.16,0.8182366,-1.542252,1.235199,0.340914,-0.8946131,1.576441,0.588642,effect size recalculated for meta-analysis,7E,Yes,Yes,Yes,Yes,3,3,3,0,Cells,Cells,Cells,Animal,3,"CRO11,CRO12,CRO13","1,4",Tumorigenicity of TOP-GFP CSC culture,Yes,Yes,"",0,"",6,"",Table1,Yes,Cells,"","","","","","","",No,"",Yes,"",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,"",43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13","",FALSE,FALSE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p9e3o1,1,p9e3,1.072384,Cohen's d,-0.601404,2.659692,-0.16,-1.542252,1.235199,0.9887708,0.708546438074419,0.97766769493264,0.502038054907946,1.072384,-0.601404,2.659692,-0.16,-1.542252,1.235199,0.831927531761581,0.708546438074419,0.692103418102916,0.502038054907946,0.0432399999999999,FALSE,-1.06940153890306,3.21416953890306,TRUE,-1.10753462042951,3.25230262042951,TRUE,0.259419674032679,0.267846279351522,-6.7024,907.997661660377,1.232384,1.19414147301086,0.38610456404446,0.389886317331885,0.358115885130175,0.290972436409441,-0.699125162324901,1.41535693258525
104,104,104,9,3,2,1,Tumorigenicity frequency between TOP-GFPlow vs TOP-GFPlow + MFCM (450 culture),Positive,Null-positive,8,8,No,"",Chi-square test,chi-squared,25.99691,,1,0.0000003419643,Chi-square test,chi-squared,3.316521,,1,0.06858681,No,,,"",,,,Cohen's w,0.7359363,0.1490712,0.5712537,0.8436579,0.3219337,0.1856953,-0.03014416,0.60294343,0.5701643,0.0524591,0.8463162,0.03293697,Null-positive,Student's t test,t,1.594092,,6,0.162025,Student's t test,t,1.158437,,6,0.2907067,,"",,,,Cohen's d,1.127193,0.8987995,-0.4301383,2.609106,0.8191387,0.8609419,-0.6688381,2.247284,0.9665418,-0.252028,2.185112,0.1200417,effect size recalculated for meta-analysis,7E,Yes,Yes,Yes,Yes,3,3,3,0,Cells,Cells,Cells,Animal,3,"CRO11,CRO12,CRO13","1,4",Tumorigenicity of TOP-GFP CSC culture,Yes,Yes,"",0,"",6,"",Table1,Yes,Cells,"","","","","","","",No,"",Yes,"",Wnt activity defines colon cancer stem cells and is regulated by the microenvironment.,2010,Nature Cell Biology,15,https://osf.io/pgjhx/,2014-09-17,25000,25500,70500,126870,42066,42217,https://elifesciences.org/articles/07301,42251,43271,Yes,"",43488,43623,https://elifesciences.org/articles/45426,Yes,Yes,Yes,3,"CRO11,CRO12,CRO13","",FALSE,FALSE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p9e3o2,1,p9e3,1.127193,Cohen's d,-0.4301383,2.609106,0.8191387,-0.6688381,2.247284,0.8987995,0.743922368727691,0.80784054120025,0.553420490693418,1.127193,-0.4301383,2.609106,0.8191387,-0.6688381,2.247284,0.775331670370775,0.743922368727691,0.601139199079936,0.553420490693418,0.03770915,FALSE,-0.978796910777761,3.23318291077776,TRUE,-1.01756652063134,3.27195252063134,TRUE,0.774346391498784,0.778317800113431,1.37607098773382,2.45768907401485,0.3080543,1.15455968977335,0.379069246135372,0.383200764695293,0.966799806979825,0.288146861073223,-0.0852953888675172,2.01889500282717
120,120,120,12,2,1,1,IC50 values of A375 cells vs HT29/OUMS-23 cells,Positive,Positive,,6,No,"","","",,,,,Student's t test,t,5.898979,,4,0.004131484,Yes,1.583892,1.91693,Mean,0.3249597,1.014698,2.819163,Cohen's d,,,,,4.816496,2.312951,1.214733,8.364609,,,,,Positive,"","",,,,,Student's t test,t,5.898979,,4,0.004131484,1.91693,Mean,0.3249597,1.014698,2.819163,Cohen's d,,,,,4.816496,2.312951,1.214733,8.364609,,,,,"",3D,Yes,Yes,Yes,Yes,2,5,2,0,"","","",Cell-based,1,CRO8,"2,3","Cellular dose response curves for PLX4720 inhibitor in low (A375) and high (RPMI-7951,OUMS-23,HT29) cell lines",Yes,Yes,"",1,OUMS-23 cells did not grow as expected (switch to HT-29 cells),5,"","",No,"","","","","","","","",No,"",Yes,Varation across multiple cell lines reported,COT drives resistance to RAF inhibition through MAP kinase pathway reactivation,2010,Nature,35,https://osf.io/lmhjg/,2014-11-11,25000,29872.55,29872.55,30947.05,42264,42436,https://elifesciences.org/articles/11414,42437,43126,Partial,Western blots could not be reliably detected; Viability assay could not be reliably performed,,,Partial,Yes,Yes,"",1,CRO8,"",TRUE,,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p12e2o1,1,p12e2,,Cohen's d,,,4.816496,1.214733,8.364609,,1.82398147527131,,3.3269084221329,,,,4.816496,1.214733,8.364609,,1.82398147527131,,3.3269084221329,,,,,,,,,,,,,,,,,,,,
121,121,121,12,2,2,1,IC50 values of A375 cells vs RPMI-7951 cells,Positive,Positive,,6,No,"","","",,,,,"","",,,,,Yes,1.678738,,"",,,,"",,,,,,,,,,,,,Positive,"","",,,,,"","",,,,,,"",,,,"",,,,,,,,,,,,,"",3D,Yes,Yes,Yes,Yes,2,5,2,0,"","","",Cell-based,1,CRO8,"2,3","Cellular dose response curves for PLX4720 inhibitor in low (A375) and high (RPMI-7951,OUMS-23,HT29) cell lines",Yes,Yes,"",1,OUMS-23 cells did not grow as expected (switch to HT-29 cells),5,"","",No,"","","","","","","","",No,"",Yes,Varation across multiple cell lines reported,COT drives resistance to RAF inhibition through MAP kinase pathway reactivation,2010,Nature,35,https://osf.io/lmhjg/,2014-11-11,25000,29872.55,29872.55,30947.05,42264,42436,https://elifesciences.org/articles/11414,42437,43126,Partial,Western blots could not be reliably detected; Viability assay could not be reliably performed,,,Partial,Yes,Yes,"",1,CRO8,"",,,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p12e2o2,1,p12e2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,122,12,3,1,1,pMEK levels in RPMI-7951 cells treated with MAP3K8 inhibitor (20 uM) compared to DMSO (mu=1),Positive,Negative,,8,No,"","","",,,,,one-sample t test,t,-2.828762,,7,0.02545134,Yes,0.64,-0.4517258,Mean,0.1596903,-0.07411827,-0.82933334,Cohen's d,,,,,-1.000118,0.4330298,-0.1155457,-1.8405397,,,,,Negative,"","",,,,,one-sample t test,t,-2.828762,,7,0.02545134,-0.4517258,Mean,0.1596903,-0.07411827,-0.82933334,Cohen's d,,,,,-1.000118,0.4330298,-0.1155457,-1.8405397,,,,,"",3I,Yes,Yes,Yes,Yes,3,5,0,0,"","","",Cell-based,1,CRO8,4.0,MAPK pathway activation after MAP3K8 in RPMI-7951 cells,Yes,Yes,"",0,"",6,"","",No,"","","","","","","","",No,"",No,"",COT drives resistance to RAF inhibition through MAP kinase pathway reactivation,2010,Nature,35,https://osf.io/lmhjg/,2014-11-11,25000,29872.55,29872.55,30947.05,42264,42436,https://elifesciences.org/articles/11414,42437,43126,Partial,Western blots could not be reliably detected; Viability assay could not be reliably performed,,,Partial,Yes,Yes,"",1,CRO8,"",TRUE,,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p12e3o1,1,p12e3,,Cohen's d,,,-1.000118,-0.1155457,-1.8405397,,-0.440057575957143,,0.193650670157277,,,,-1.000118,-0.1155457,-1.8405397,,0.440057575957143,,0.193650670157277,,,,,,,,,,,,,,,,,,,,
123,123,123,12,3,2,1,pERK levels in RPMI-7951 cells treated with MAP3K8 inhibitor (20 uM) compared to DMSO (mu=1),Positive,Negative,,8,No,"","","",,,,,one-sample t test,t,-2.653535,,7,0.03277309,Yes,0.29,-0.7043653,Mean,0.2654441,-0.07668977,-1.33204074,Cohen's d,,,,,-0.9381665,0.4242756,-0.07249739,-1.76044756,,,,,Negative,"","",,,,,one-sample t test,t,-2.653535,,7,0.03277309,-0.7043653,Mean,0.2654441,-0.07668977,-1.33204074,Cohen's d,,,,,-0.9381665,0.4242756,-0.07249739,-1.76044756,,,,,"",3I,Yes,Yes,Yes,Yes,3,5,0,0,"","","",Cell-based,1,CRO8,4.0,MAPK pathway activation after MAP3K8 in RPMI-7951 cells,Yes,Yes,"",0,"",6,"","",No,"","","","","","","","",No,"",No,"",COT drives resistance to RAF inhibition through MAP kinase pathway reactivation,2010,Nature,35,https://osf.io/lmhjg/,2014-11-11,25000,29872.55,29872.55,30947.05,42264,42436,https://elifesciences.org/articles/11414,42437,43126,Partial,Western blots could not be reliably detected; Viability assay could not be reliably performed,,,Partial,Yes,Yes,"",1,CRO8,"",TRUE,,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,FALSE,FALSE,FALSE,p12e3o2,1,p12e3,,Cohen's d,,,-0.9381665,-0.07249739,-1.76044756,,-0.430607445676129,,0.18542277227172,,,,-0.9381665,-0.07249739,-1.76044756,,0.430607445676129,,0.18542277227172,,,,,,,,,,,,,,,,,,,,
131,131,131,15,1,1,1,DOX accumulation in prostate tumor tissue of DOX+PBS vs DOX+iRGD,Positive,Null-negative,6,8,Yes,Student's t test,Welch's t test,t,5.325191,,2.797413,0.0154218,Student's t test,t,-0.3523984,,6,0.7365876,No,,,"",,,,Glass' delta,7.409639,3.793725,0.8898267,14.37962,-0.3177959,0.7189105,-1.700543,1.113274,2.648112,-4.71735,10.01358,0.481017,Null-negative,Welch's t test,t,5.325191,,2.797413,0.0154218,Student's t test,t,-0.3523984,,6,0.7365876,,"",,,,Glass' delta,7.409639,3.793725,0.8898267,14.37962,-0.3177959,0.7189105,-1.700543,1.113274,2.648112,-4.71735,10.01358,0.481017,"original study data has SD1/SD2 larger than 2, so assumed unequal variance",2B,Yes,Yes,Yes,Yes,4,1,0,0,"","","",Animal,2,"Core4,CRO14","1,2,3",Tissue specific DOX accumulation,Yes,Yes,"",0,"",6,"",1.0,Yes,Peptide,"peptide synthesis, xenograft generation, animal injection, animal surgery","","","","","","",Yes,Student's t test,Yes,"",Coadministration of a Tumor-Penetrating Peptide Enhances the Efficacy of Cancer Drugs,2010,Science,7,https://osf.io/xu1g2/,2014-06-09,25000,38813.16,39313.16,43516.84,42046,42123,https://elifesciences.org/articles/06959,42124,42242,Yes,"",42496,42612,https://elifesciences.org/articles/17584,Yes,Yes,Yes,2,"Core4,CRO14",A statement in the acknowledgment section was identified as a COI statement.,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,TRUE,TRUE,TRUE,p15e1o1,1,p15e1,7.409639,Glass' delta,0.8898267,14.37962,-0.3177959,-1.700543,1.113274,3.793725,0.71782364936168,14.392349375625,0.51527079158292,7.409639,0.8898267,14.37962,-0.3177959,-1.700543,1.113274,3.44133703639602,0.71782364936168,11.8428005980709,0.51527079158292,0.225084349999999,FALSE,0.51957206661297,14.299705933387,FALSE,0.507623189847549,14.3116548101525,FALSE,0.0279374520432836,0.0282096777362761,-23.315716156187,2890.81511425365,7.7274349,12.3580713896538,0.956140087862829,0.955589808887509,0.00440012657110239,0.493786534024676,-1.37286551108529,1.3816657642275
132,132,132,15,2,1,1,Tumor weight of DOX+PBS vs DOX+iRGD,Positive,Null-positive,20,14,Yes,contrast of between-subjects ANOVA,Welch's t test,t,4.986744,,9.7691020171,0.0005879201,Welch's t test,t,0.2272624,,8.008426,0.825914,No,,,"",,,,Glass' delta,1.610345,0.5865725,0.4425053,2.72709,0.2240333,0.5384207,-0.8398834,1.270007,0.8976515,-0.4603691,2.255672,0.1951354,Null-positive,Welch's t test,t,4.986744,,9.7691020171,0.0005879201,Welch's t test,t,0.2272624,,8.008426,0.825914,,"",,,,Glass' delta,1.610345,0.5865725,0.4425053,2.72709,0.2240333,0.5384207,-0.8398834,1.270007,0.8976515,-0.4603691,2.255672,0.1951354,"original study data has SD1/SD2 larger than 2, so assumed unequal variance","2C,S9A",Yes,Yes,Yes,Yes,4,1,0,0,"","","",Animal,2,"Core4,CRO14","1,2,4",Tumor and body weight following treatment,Yes,Yes,"",0,"",6,"","2,3",Yes,Peptide,"peptide synthesis, xenograft generation, animal injection, animal surgery","","","","","","",Yes,between-subjects ANOVA; contrast of between-subjects ANOVA,Yes,"",Coadministration of a Tumor-Penetrating Peptide Enhances the Efficacy of Cancer Drugs,2010,Science,7,https://osf.io/xu1g2/,2014-06-09,25000,38813.16,39313.16,43516.84,42046,42123,https://elifesciences.org/articles/06959,42124,42242,Yes,"",42496,42612,https://elifesciences.org/articles/17584,Yes,Yes,Yes,2,"Core4,CRO14",A statement in the acknowledgment section was identified as a COI statement.,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,TRUE,TRUE,TRUE,p15e2o1,1,p15e2,1.610345,Glass' delta,0.4425053,2.72709,0.2240333,-0.8398834,1.270007,0.5865725,0.538247237358071,0.34406729775625,0.289710088523595,1.610345,0.4425053,2.72709,0.2240333,-0.8398834,1.270007,0.582812928712087,0.53824723735807,0.33967090987396,0.289710088523595,0.0255473499999996,FALSE,0.0554362605970853,3.16525373940292,TRUE,0.00331634906915324,3.21737365093085,TRUE,0.0805597871680468,0.0908801241780271,7.18797160957768,304.997470088857,1.3863117,0.629380998397555,0.758061948836843,0.744327918847553,0.862165824418227,0.156353766032059,0.0871648220494564,1.637166826787
134,134,134,15,3,1,1,Prostate tumor apoptotic index of DOX+PBS vs DOX+iRGD,Positive,Null-positive,20,12,Yes,contrast of between-subjects ANOVA,contrast of between-subjects ANOVA,t,5.138861,,27,0.00002097435,contrast of between-subjects ANOVA,t,0.4351507,,15,0.669649,No,,,"",,,,Cohen's d,2.298168,0.6206721,1.129156,3.429967,0.2512344,0.6354425,-0.8916921,1.3818889,1.27923334257371,-0.726705437019561,3.28517212216697,0.2113309,Null-positive,contrast of between-subjects ANOVA,t,5.138861,,27,0.00002097435,contrast of between-subjects ANOVA,t,0.4351507,,15,0.669649,,"",,,,Cohen's d,2.298168,0.6206721,1.129156,3.429967,0.2512344,0.6354425,-0.8916921,1.3818889,1.27923334257371,-0.726705437019561,3.28517212216697,0.2113309,"",2D,Yes,Yes,Yes,Yes,4,1,0,0,"","","",Animal,2,"Core4,CRO14","1,2,5",TUNEL staining of mouse tissues,Yes,Yes,"",0,"",6,"",4.0,Yes,Peptide,IHC/IF,"","","","","","",Yes,contrast of between-subjects ANOVA,Yes,"",Coadministration of a Tumor-Penetrating Peptide Enhances the Efficacy of Cancer Drugs,2010,Science,7,https://osf.io/xu1g2/,2014-06-09,25000,38813.16,39313.16,43516.84,42046,42123,https://elifesciences.org/articles/06959,42124,42242,Yes,"",42496,42612,https://elifesciences.org/articles/17584,Yes,Yes,Yes,2,"Core4,CRO14",A statement in the acknowledgment section was identified as a COI statement.,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,TRUE,TRUE,TRUE,TRUE,p15e3o1,1,p15e3,2.298168,Cohen's d,1.129156,3.429967,0.2512344,-0.8916921,1.3818889,0.6206721,0.580005810804106,0.38523385571841,0.336406740566528,2.298168,1.129156,3.429967,0.2512344,-0.8916921,1.3818889,0.586952367020135,0.580005810804106,0.344513081150539,0.336406740566528,0.0186065000000002,FALSE,0.680847544641664,3.91548845535834,FALSE,0.630677264684942,3.96565873531506,FALSE,0.0131163511790187,0.0161300274007725,9.14750527793964,451.434514291854,2.0469336,0.680919821717067,0.920349374929371,0.907636449140842,1.26251684261662,0.170205828962549,0.453913922140977,2.07111976309226
