X.3,X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,What.types.of.experimental.techniques.were.utilized.,What.category.of.experimental.techniques.were.utilized.,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Original.sample.number..reported.,Replication.sample.number..power.,Replication.sample.number..reported.,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI
157,157,157,157,20,1,4,1,Total metastatic foci per mouse of LM-4175 + Cav1 WT vs LM-4175 + Cav1 KO,Positive,Null-negative,27,51,Yes,unknown,Mann-Whitney,z,2.10043,,,0.03519667,Mann-Whitney,z,-1.229224,,,0.2227251,No,,,,,,,Cliff's delta,0.4777778,0.2002604,0.03119762,0.76534551,-0.1984615,0.1559415,-0.4731837,0.1114388,0.05680262,-0.1807589,0.2881016,0.6443203,Null-negative,Student's t test,t,2.554782,,25,0.01709515,Student's t test,t,-1.174624,,49,0.2458221,,,,,,Cohen's d,0.8082212,0.4196541,0.009667198,1.591935,-0.2267656,0.2867232,-0.7764475,0.3252096,0.1026186,-0.3613873,0.5666246,0.6646793,"methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here","7Ca,7Cb,7Cc(left),S2A,S7Ca",Yes,Yes,Yes,Yes,3,5,2,2,Cells,Cells,Cells,Animal,"viral transduction,cell culture,cell isolation,Western blot assay,animal care,animal injection (cells, luciferin,SC,IP),IVIS,tissue harvesting","cell,immuno,animal",1,Core7,"1,2,3",Primary tumor growth and metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs,34.0,61,61,Yes,Yes,,3,"Western blot to assess SMA levels resulted in no observable change, which lead to addition of new assay (collagen gel contraction assay) to assess ECM remodeling capabilities in vitro",5,,"1,2",No,,,,,,,,Yes,Student's t test; Mann-Whitney,Yes,Methods state unpaired Student's t-test or Mann-Whitney test was used,Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.,2011,Cell,17,https://osf.io/7yqmp/,2014-05-14,25000,31211.1,54295.8,70474.11,41899,42181,https://elifesciences.org/articles/04796,42181,43217,Partial,SMA staining could not be reliably detected,43479,43775,https://elifesciences.org/articles/45120,Yes,No,Yes,3,"Core7,Core8,CRO15",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,FALSE,TRUE,TRUE,TRUE,p20e1o4,1,p20e1,0.8082212,Cohen's d,0.009667198,1.591935,-0.2267656,-0.7764475,0.3252096,0.4196541,0.281040138668295,0.17610956364681,0.0789835595426943,0.8082212,0.009667198,1.591935,-0.2267656,-0.7764475,0.3252096,0.403647162519497,0.281040138668295,0.162931031810041,0.0789835595426943,0.0074201009999999,FALSE
158,158,158,158,20,2,1,1,Percent of fibronectin fibers within +/- 20 degrees from LM-4175 vs LM-4175 + Cav1 WT,Positive,Null-positive,13,13,Yes,unknown,Mann-Whitney,z,2.9277,,,0.001554002,Mann-Whitney,z,0.146385,,,0.9432789,No,,,,,,,Cliff's delta,1,0.01636634,0.9176244,1,0.05,0.4170474,-0.6029312,0.6628181,0.9985392,0.4772311,0.999997,0,Null-positive,Student's t test,t,4.508929,,11,0.0008880629,Student's t test,t,0.652025,,11,0.5277742,,,,,,Cohen's d,2.570485,0.8596706,0.9998724,4.080861,0.3717114,0.6257102,-0.7643179,1.491367,1.133156,0.1416188,2.124694,0.02509737,"methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here","7Cc(right),7Cd,S7Cb,S7Cc",Yes,Yes,Yes,Yes,3,5,2,2,Cells,Cells,Cells,Animal,"viral transduction,cell culture,cell isolation,Western blot assay,animal care,animal injection (cells, luciferin,SC,IP),tissue harvesting,immunofluorescence,microscopy (confocal)","cell,immuno,animal",3,"Core7,Core8,CRO15",4.0,"Fibronectin fiber orientation, elipitical form factor, SMA+ fibers, and correlation with metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs",25.0,18,20,Yes,Partial,SMA staining could not be reliably detected,5,SMA staining was not specific (attempted to block nonspecific staining); Fibronectin orientation analysis using MetaMorph software could not be implemented (instead workflow using KNIME was implemented),4,SMA staining could not be reliably detected,3.0,Yes,Embedded tissue,,,,,,,Yes,Spearman's rank correlation; Student's t test; Mann-Whitney,Yes,Methods state unpaired Student's t-test or Mann-Whitney test was used,Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.,2011,Cell,17,https://osf.io/7yqmp/,2014-05-14,25000,31211.1,54295.8,70474.11,41899,42181,https://elifesciences.org/articles/04796,42181,43217,Partial,SMA staining could not be reliably detected,43479,43775,https://elifesciences.org/articles/45120,Yes,No,Yes,3,"Core7,Core8,CRO15",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p20e2o1,1,p20e2,2.570485,Cohen's d,0.9998724,4.080861,0.3717114,-0.7643179,1.491367,0.8596706,0.575440395280871,0.73903354050436,0.331131648521006,2.570485,0.9998724,4.080861,0.3717114,-0.7643179,1.491367,0.785980922175725,0.575440395280872,0.617766010024203,0.331131648521006,0.0301183000000007,FALSE
159,159,159,159,20,2,2,1,Percent of fibronectin fibers within +/- 20 degrees from LM-4175 + Cav1 WT vs LM-4175 + Cav1 KO,Positive,Null-positive,18,15,Yes,unknown,Mann-Whitney,z,2.487865,,,0.01165501,Mann-Whitney,z,1.735913,,,0.09386169,No,,,,,,,Cliff's delta,0.7,0.1812654,0.2140474,0.908207,0.5357143,0.2632541,-0.0736732,0.8538133,0.6471616,0.2785167,0.8496035,1.459336e-05,Null-positive,Student's t test,t,3.750793,,16,0.001744839,Student's t test,t,1.673947,,13,0.1180168,,,,,,Cohen's d,1.779157,0.6036627,0.6471271,2.872486,0.86635,0.5851281,-0.2151739,1.918034,1.308525,0.4850509,2.132,0.001842939,"methods state unpaired Student's t-test or Mann-Whitney test was used; p value reported in Replication Study was not exact, which is used here","7Cc(right),7Cd,S7Cb,S7Cc",Yes,Yes,Yes,Yes,3,5,2,2,Cells,Cells,Cells,Animal,"viral transduction,cell culture,cell isolation,Western blot assay,animal care,animal injection (cells, luciferin,SC,IP),tissue harvesting,immunofluorescence,microscopy (confocal)","cell,immuno,animal",3,"Core7,Core8,CRO15",4.0,"Fibronectin fiber orientation, elipitical form factor, SMA+ fibers, and correlation with metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs",25.0,18,20,Yes,Partial,SMA staining could not be reliably detected,5,SMA staining was not specific (attempted to block nonspecific staining); Fibronectin orientation analysis using MetaMorph software could not be implemented (instead workflow using KNIME was implemented),4,SMA staining could not be reliably detected,3.0,Yes,Embedded tissue,,,,,,,Yes,Spearman's rank correlation; Student's t test; Mann-Whitney,Yes,Methods state unpaired Student's t-test or Mann-Whitney test was used,Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.,2011,Cell,17,https://osf.io/7yqmp/,2014-05-14,25000,31211.1,54295.8,70474.11,41899,42181,https://elifesciences.org/articles/04796,42181,43217,Partial,SMA staining could not be reliably detected,43479,43775,https://elifesciences.org/articles/45120,Yes,No,Yes,3,"Core7,Core8,CRO15",,FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p20e2o2,1,p20e2,1.779157,Cohen's d,0.6471271,2.872486,0.86635,-0.2151739,1.918034,0.6036627,0.544195688498991,0.36440865537129,0.296148947380891,1.779157,0.6471271,2.872486,0.86635,-0.2151739,1.918034,0.567704028633523,0.544195688498991,0.322287864126732,0.296148947380891,0.0193504500000001,FALSE
160,160,160,160,20,2,3,1,Correlation of percent of fibronectin fibers within +/- 20 degrees and number of metastasis,Positive,Negative,25,20,Yes,Spearman's rank correlation,Spearman's rank correlation,rho,0.6766662,,,0.0002038955,Spearman's rank correlation,rho,-0.5003121,,,0.02466544,No,,,,,,,Spearman's r,0.6766662,0.2132007,0.3842812,0.8456849,-0.5003121,0.2425356,-0.77192894,-0.07422445,0.2208974,-0.08900992,0.49180977,0.1607295,Negative,Pearson's correlation,t,7.492424,,23,1.295973e-07,Pearson's correlation,t,-2.243402,,18,0.03769116,,,,,,Pearson's r,0.8422367,0.2132007,0.6701163,0.9284014,-0.4674479,0.2425356,-0.75399977,-0.03142826,0.4400298,0.1571102,0.6562015,0.00318483,methods state unpaired Student's t-test or Mann-Whitney test was used; Student's-test test used for original because no raw data,"7Cc(right),7Cd,S7Cb,S7Cc",Yes,Yes,Yes,Yes,3,5,2,2,Cells,Cells,Cells,Animal,"viral transduction,cell culture,cell isolation,Western blot assay,animal care,animal injection (cells, luciferin,SC,IP),tissue harvesting,immunofluorescence,microscopy (confocal)","cell,immuno,animal",3,"Core7,Core8,CRO15",4.0,"Fibronectin fiber orientation, elipitical form factor, SMA+ fibers, and correlation with metastatic foci from mice injected with Cav1 WT or Cav1 KO pMEFs",25.0,18,20,Yes,Partial,SMA staining could not be reliably detected,5,SMA staining was not specific (attempted to block nonspecific staining); Fibronectin orientation analysis using MetaMorph software could not be implemented (instead workflow using KNIME was implemented),4,SMA staining could not be reliably detected,3.0,Yes,Embedded tissue,,,,,,,Yes,Spearman's rank correlation; Student's t test; Mann-Whitney,Yes,Methods state unpaired Student's t-test or Mann-Whitney test was used,Biomechanical remodeling of the microenvironment by stromal caveolin-1 favors tumor invasion and metastasis.,2011,Cell,17,https://osf.io/7yqmp/,2014-05-14,25000,31211.1,54295.8,70474.11,41899,42181,https://elifesciences.org/articles/04796,42181,43217,Partial,SMA staining could not be reliably detected,43479,43775,https://elifesciences.org/articles/45120,Yes,No,Yes,3,"Core7,Core8,CRO15",,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p20e2o3,1,p20e2,1.22881995085142,Fisher's z,0.810954187801239,1.64668556390943,-0.506799657671772,-0.982160785455998,-0.0314386137397276,0.213200697232278,0.242535622903136,0.0454545373003296,0.0588235283770124,1.56227849876529,0.902810073089058,2.49853134626642,-0.528774881680666,-1.14785938862656,-0.0314437929122256,0.407079233538016,0.284805130227003,0.165713502377899,0.0811139622036201,0.138392210912446,FALSE
161,161,161,161,21,1,1,1,Relative tumor volume of A549 xenografts treated with cimetidine vs vehicle,Positive,Positive,12,27,Yes,Student's t test,Student's t test,t,2.348576,,10,0.04073944,Student's t test,t,2.411154,,25,0.02357807,No,,,,,,,Cohen's d,1.355951,0.7143642,0.05518853,2.60415546,0.928691,0.4229055,0.1232132,1.7175443,1.039572,0.3263091,1.7528341,0.004281727,Positive,Student's t test,t,2.348576,,10,0.04073944,Student's t test,t,2.411154,,25,0.02357807,,,,,,Cohen's d,1.355951,0.7143642,0.05518853,2.60415546,0.928691,0.4229055,0.1232132,1.7175443,1.039572,0.3263091,1.7528341,0.004281727,,"4C,4D,S1",Yes,Yes,Yes,Yes,3,0,0,0,,,,Animal,"cell culture,animal care,animal injection (cells, drug,IP)","cell,animal",1,Core4,1.0,Tumor xenograft experiment testing efficacy of cimetidine in inhibiting the growth of tumors in SCID mice,30.0,61,61,Yes,Yes,,0,,6,,1.0,No,,,,,,,,Yes,Student's t test,Yes,,Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data,2011,Science Translational Medicine,8,https://osf.io/hxrmm/,2014-08-18,25000,9181.72,11181.72,11838.11,42039,42109,https://elifesciences.org/articles/06847,42163,42251,Yes,,42478,42579,https://elifesciences.org/articles/17044,Yes,Yes,Yes,1,Core4,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,TRUE,TRUE,p21e1o1,1,p21e1,1.355951,Cohen's d,0.05518853,2.60415546,0.928691,0.1232132,1.7175443,0.7143642,0.406724591006743,0.51031621024164,0.165424892929603,1.355951,0.05518853,2.60415546,0.928691,0.1232132,1.7175443,0.650258614470961,0.406724591006744,0.422836265693694,0.165424892929603,0.0262790049999997,FALSE
162,162,162,162,21,1,2,1,Relative tumor volume of A549 xenografts treated with DOX vs vehicle,Positive,Positive,12,18,No,,Student's t test,t,5.204783,,10,0.0003985327,Student's t test,t,2.227984,,16,0.04057874,No,,,,,,,Cohen's d,3.004983,0.9704614,1.251697,4.695657,1.263148,0.6462975,0.05315685,2.43910131,1.798321,0.7440073,2.852635,0.0008285709,Positive,Student's t test,t,5.204783,,10,0.0003985327,Student's t test,t,2.227984,,16,0.04057874,,,,,,Cohen's d,3.004983,0.9704614,1.251697,4.695657,1.263148,0.6462975,0.05315685,2.43910131,1.798321,0.7440073,2.852635,0.0008285709,,"4C,4D,S1",Yes,Yes,Yes,Yes,3,0,0,0,,,,Animal,"cell culture,animal care,animal injection (cells, drug,IP)","cell,animal",1,Core4,1.0,Tumor xenograft experiment testing efficacy of cimetidine in inhibiting the growth of tumors in SCID mice,30.0,61,61,Yes,Yes,,0,,6,,1.0,No,,,,,,,,Yes,Student's t test,Yes,,Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data,2011,Science Translational Medicine,8,https://osf.io/hxrmm/,2014-08-18,25000,9181.72,11181.72,11838.11,42039,42109,https://elifesciences.org/articles/06847,42163,42251,Yes,,42478,42579,https://elifesciences.org/articles/17044,Yes,Yes,Yes,1,Core4,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,TRUE,TRUE,p21e1o2,1,p21e1,3.004983,Cohen's d,1.251697,4.695657,1.263148,0.05315685,2.43910131,0.9704614,0.608670485483413,0.94179532888996,0.370479759898614,3.004983,1.251697,4.695657,1.263148,0.05315685,2.43910131,0.878577368555116,0.608670485483413,0.771898192537232,0.370479759898614,0.0313059999999998,FALSE
171,171,171,171,24,1,1,1,PTEN-3'UTR luciferase reporter activity of siNC vs siSERINC1,Positive,Null-negative,8,8,Yes,Student's t test,Student's t test,t,5.114467,,6,0.002190081,Student's t test,t,-0.1767,,6,0.8655577,No,,,,,,,Cohen's d,3.616474,1.455979,1.147255,6.003115,-0.1249458,0.8175581,-1.507507,1.267743,0.7719412,-0.625244,2.169126,0.2788639,Null-negative,Student's t test,t,5.114467,,6,0.002190081,Student's t test,t,-0.1767,,6,0.8655577,,,,,,Cohen's d,3.616474,1.455979,1.147255,6.003115,-0.1249458,0.8175581,-1.507507,1.267743,0.7719412,-0.625244,2.169126,0.2788639,,"3C,S3A",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,luciferase assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,1.0,ceRNA depletion on PTEN-3'UTR luciferase reporter activity,4.0,4,4,Yes,Yes,,0,,6,,1.0,No,,,,,,,,Yes,Student's t test,Yes,,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e1o1,1,p24e1,3.616474,Cohen's d,1.147255,6.003115,-0.1249458,-1.507507,1.267743,1.455979,0.707984948165073,2.119874848441,0.501242686828301,3.616474,1.147255,6.003115,-0.1249458,-1.507507,1.267743,1.23876255847108,0.707984948165073,1.5345326762698,0.501242686828301,0.0412889999999999,FALSE
173,173,173,173,24,1,3,1,PTEN-3'UTR luciferase reporter activity of siNC vs siVAPA,Positive,Null-positive,8,8,Yes,Student's t test,Welch's t test,t,10.79469,,3.576481,0.0007419815,Student's t test,t,0.2254175,,6,0.8291362,No,,,,,,,Glass' delta,5.653017,2.413732,1.227296,10.16045,0.1556105,0.7099548,-1.2475,1.534436,0.5933404,-0.741598,1.928279,0.3836747,Null-positive,Welch's t test,t,10.79469,,3.576481,0.0007419815,Student's t test,t,0.2254175,,6,0.8291362,,,,,,Glass' delta,5.653017,2.413732,1.227296,10.16045,0.1556105,0.7099548,-1.2475,1.534436,0.5933404,-0.741598,1.928279,0.3836747,,"3C,S3A",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,luciferase assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,1.0,ceRNA depletion on PTEN-3'UTR luciferase reporter activity,4.0,4,4,Yes,Yes,,0,,6,,1.0,No,,,,,,,,Yes,Student's t test,Yes,,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e1o3,1,p24e1,5.653017,Glass' delta,1.227296,10.16045,0.1556105,-1.2475,1.534436,2.413732,0.709690591751572,5.826102167824,0.503660736020697,5.653017,1.227296,10.16045,0.1556105,-1.2475,1.534436,2.27890769179015,0.709690591751572,5.19342026770031,0.503660736020697,0.0408559999999998,FALSE
174,174,174,174,24,1,4,1,PTEN-3'UTR luciferase reporter activity of siNC vs siCNOT6L,Positive,Null-positive,8,8,Yes,Student's t test,Welch's t test,t,6.044029,,3.925518,0.004015118,Student's t test,t,0.425898,,6,0.6850368,No,,,,,,,Glass' delta,3.252155,1.504245,0.407338,6.0475,0.3363867,0.7203189,-1.098502,1.720333,0.8802705,-0.3930659,2.153607,0.1754357,Null-positive,Welch's t test,t,6.044029,,3.925518,0.004015118,Student's t test,t,0.425898,,6,0.6850368,,,,,,Glass' delta,3.252155,1.504245,0.407338,6.0475,0.3363867,0.7203189,-1.098502,1.720333,0.8802705,-0.3930659,2.153607,0.1754357,,"3C,S3A",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,luciferase assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,1.0,ceRNA depletion on PTEN-3'UTR luciferase reporter activity,4.0,4,4,Yes,Yes,,0,,6,,1.0,No,,,,,,,,Yes,Student's t test,Yes,,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,FALSE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e1o4,1,p24e1,3.252155,Glass' delta,0.407338,6.0475,0.3363867,-1.098502,1.720333,1.504245,0.719103774925104,2.262753020025,0.517110239111534,3.252155,0.407338,6.0475,0.3363867,-1.098502,1.720333,1.43884327581754,0.719103774925104,2.07026997236534,0.517110239111534,0.0247359999999999,FALSE
175,175,175,175,24,1,5,1,PTEN-3'UTR luciferase reporter activity of siNC vs siPTEN,Positive,Positive,8,8,Yes,Student's t test,Welch's t test,t,17.05087,,3.085825,0.0003724277,Mann-Whitney,z,2.309401,,,0.02857143,No,,,,,,,Glass' delta,8.586207,3.575914,2.109776,15.2773,2.484508,1.236445,0.1009866,4.77607,3.136107,0.8457674,5.4264457,0.007280551,Positive,Welch's t test,t,17.05087,,3.085825,0.0003724277,Welch's t test,t,4.960165,,3.021432,0.01547023,,,,,,Glass' delta,8.586207,3.575914,2.109776,15.2773,2.484508,1.236445,0.1009866,4.77607,3.136107,0.8457674,5.4264457,0.007280551,,"3C,S3A",Yes,Yes,Yes,Yes,2,4,1,0,,,,Cell-based,"transfection (siRNA, plasmid),cell culture,luciferase assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,Core9,1.0,ceRNA depletion on PTEN-3'UTR luciferase reporter activity,4.0,4,4,Yes,Yes,,0,,6,,1.0,No,,,,,,,,Yes,Student's t test,Yes,,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,c. Not requested,0,0,1,FALSE,TRUE,FALSE,TRUE,p24e1o5,1,p24e1,8.586207,Glass' delta,2.109776,15.2773,2.484508,0.1009866,4.77607,3.575914,1.19264523146253,12.787160935396,1.42240264813032,8.586207,2.109776,15.2773,2.484508,0.1009866,4.77607,3.35912396958917,1.19264523146253,11.2837138430685,1.42240264813032,0.107331,FALSE
176,176,176,176,24,2,1,1,PTEN-3'UTR luciferase reporter activity of EV vs SERINC1-3'UTR,Positive,Negative,8,12,Yes,Student's t test,Student's t test,t,3.824188,,6,0.008718023,Student's t test,t,-3.320952,,10,0.007735024,No,,,,,,,Cohen's d,2.704109,1.216196,0.6200775,4.693687,-1.917353,0.7877655,-3.289486,-0.484107,-0.5514672,-1.8473606,0.7444263,0.4042459,Negative,Student's t test,t,3.824188,,6,0.008718023,Student's t test,t,-3.320952,,10,0.007735024,,,,,,Cohen's d,2.704109,1.216196,0.6200775,4.693687,-1.917353,0.7877655,-3.289486,-0.484107,-0.5514672,-1.8473606,0.7444263,0.4042459,,3D,Yes,Yes,Yes,Yes,2,4,1,0,Plasmids,Plasmids,Plasmids,Cell-based,"transfection (plasmid),cell culture,luciferase assay","cell,molecular",1,Core9,2.0,ceRNA overexpression on PTEN-3'UTR luciferase reporter activity,4.0,6,6,Yes,Yes,,0,,6,,2.0,No,,,,,,,,Yes,Student's t test,Yes,,Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.,2011,Cell,13,https://osf.io/oblj1/,2015-02-24,25000,33415.68,43110.89,62894.9,42331,42404,https://elifesciences.org/articles/12470,42445,43349,Partial,Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.,43977,44092,https://elifesciences.org/articles/56651,Yes,No,Yes,1,Core9,,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,FALSE,TRUE,FALSE,TRUE,p24e2o1,1,p24e2,2.704109,Cohen's d,0.6200775,4.693687,-1.917353,-3.289486,-0.484107,1.216196,0.715671058786915,1.479132710416,0.512185064385183,2.704109,0.6200775,4.693687,-1.917353,-3.289486,-0.484107,1.03920519257806,0.715671058786914,1.07994743228119,0.512185064385183,0.0472267500000001,FALSE
